GEOID,neet_count,neet_count_moe,total_youth,total_youth_moe,neet_percent,neet_percent_moe,neet_percent_cv,neet_male_count,neet_male_moe,total_male,total_male_moe,neet_percent_male,neet_percent_male_moe,neet_percent_male_cv,neet_female_count,neet_female_moe,total_female,total_female_moe,neet_percent_female,neet_percent_female_moe,neet_percent_female_cv
24005403202,7,17.204650534085253,214,86,3.2710280373831773,8.14631466491969,2.4904447689897338,0,14,181,91,0.0,,,7,10,0,14,inf,inf,
24005403300,22,37.69615364994153,120,88,18.333333333333332,34.16955723996594,1.8637940312708696,22,35,62,48,35.483870967741936,62.78106033573315,1.7692844276433888,0,14,22,35,0.0,,
24005403401,0,19.79898987322333,112,92,0.0,,,0,14,100,99,0.0,,,0,14,0,14,,,
24005403402,70,61.61168720299745,263,173,26.61596958174905,29.245945593771633,1.0988119558802771,70,60,241,166,29.045643153526974,31.93878183542414,1.0996066317624595,0,14,70,60,0.0,,
24005403500,25,24.351591323771842,307,99,8.143322475570033,8.355503211908998,1.026055794422425,4,8,174,68,2.2988505747126435,4.6846537639699415,2.037824387326925,21,23,4,8,525.0,1197.131989381288,2.2802514083453103
24005403601,0,19.79898987322333,141,95,0.0,,,0,14,70,47,0.0,,,0,14,0,14,,,
24005403602,0,26.870057685088806,245,224,0.0,,,0,19,141,193,0.0,,,0,19,0,19,,,
24005403702,26,44.28317965096906,421,187,6.175771971496437,10.870383081406448,1.7601658758738903,26,40,136,72,19.11764705882353,31.104480632424814,1.6270036023114518,0,19,26,40,0.0,,
24005403703,0,19.79898987322333,34,41,0.0,,,0,14,0,14,,,,0,14,0,14,,,
24005403704,11,27.586228448267445,172,135,6.395348837209303,16.805656074334323,2.6277934952595485,0,19,33,34,0.0,,,11,20,0,19,inf,inf,
24005403801,0,19.79898987322333,75,39,0.0,,,0,14,49,27,0.0,,,0,14,0,14,,,
24005403802,0,19.79898987322333,255,170,0.0,,,0,14,121,142,0.0,,,0,14,0,14,,,
24005403803,11,22.80350850198276,322,232,3.4161490683229814,7.497366593716167,2.1946836756150963,11,18,214,211,5.14018691588785,9.820104920654023,1.910456775472692,0,14,11,18,0.0,,
24005404101,0,26.870057685088806,185,126,0.0,,,0,19,106,115,0.0,,,0,19,0,19,,,
24005404102,88,121.49485585818027,311,162,28.29581993569132,41.75391260131255,1.4756212294327502,88,120,178,119,49.43820224719101,75.08178591051794,1.5186997604627492,0,19,2,13,0.0,,
24005404201,18,38.948684188300895,173,131,10.404624277456648,23.852448825100108,2.292485359301288,18,34,145,121,12.413793103448276,25.634596102622552,2.065009130489039,0,19,18,34,0.0,,
24005404202,0,26.870057685088806,1116,285,0.0,,,0,19,362,192,0.0,,,0,19,0,19,,,
24005404402,0,26.870057685088806,269,177,0.0,,,0,19,195,160,0.0,,,0,19,0,19,,,
24005404403,0,26.870057685088806,202,148,0.0,,,0,19,126,135,0.0,,,0,19,0,19,,,
24005404404,0,26.870057685088806,385,145,0.0,,,0,19,108,87,0.0,,,0,19,0,19,,,
24005404501,30,54.42425929675111,615,245,4.878048780487805,9.060327839540303,1.857367207105762,30,51,371,157,8.086253369272237,14.166141582743146,1.7518795090659025,0,19,0,19,,,
24005404502,101,91.67878707749138,346,208,29.190751445086704,31.780772235270923,1.0887274448914595,49,58,193,140,25.38860103626943,35.24603118568885,1.3882620446608056,52,71,0,14,inf,inf,
24005404600,0,19.79898987322333,77,66,0.0,,,0,14,23,27,0.0,,,0,14,0,14,,,
24005404800,0,19.79898987322333,161,66,0.0,,,0,14,71,47,0.0,,,0,14,0,14,,,
24005404900,38,69.42621983083913,232,150,16.379310344827587,31.743675072988225,1.9380348991929652,0,14,162,136,0.0,,,38,68,0,14,inf,inf,
24005405000,21,26.92582403567252,184,87,11.41304347826087,15.59689767964355,1.3665853205021017,21,23,91,59,23.076923076923077,29.371278796534643,1.2727554145165012,0,14,0,14,,,
24005406000,0,26.870057685088806,198,95,0.0,,,0,19,116,89,0.0,,,0,19,0,19,,,
24005407001,17,30.4138126514911,106,54,16.037735849056602,29.832839976090636,1.8601653161562397,17,27,73,50,23.28767123287671,40.279072174173855,1.7296307463027598,0,14,17,27,0.0,,
24005407002,65,79.30952023559341,363,146,17.90633608815427,23.00476650541434,1.2847277294562163,65,77,238,112,27.310924369747898,34.8122369287657,1.2746634444686518,0,19,65,77,0.0,,
24005408100,0,26.870057685088806,385,166,0.0,,,0,19,226,128,0.0,,,0,19,0,19,,,
24005408200,0,19.79898987322333,55,38,0.0,,,0,14,42,34,0.0,,,0,14,0,14,,,
24005408302,9,19.1049731745428,128,80,7.03125,15.55924886425198,2.212870949582504,9,13,48,28,18.75,29.20848936002073,1.5577860992011057,0,14,9,13,0.0,,
24005408303,8,18.439088914585774,261,111,3.065134099616858,7.184042271733245,2.3437937911529714,0,14,117,78,0.0,,,8,12,0,14,inf,inf,
24005408304,16,29.5296461204668,149,115,10.738255033557047,21.48172792362788,2.000485912887846,16,26,86,67,18.6046511627907,33.52749498986975,1.802102855705499,0,14,0,14,,,
24005408400,0,19.79898987322333,23,19,0.0,,,0,14,7,7,0.0,,,0,14,0,14,,,
24005408502,0,26.870057685088806,503,247,0.0,,,0,19,210,96,0.0,,,0,19,0,19,,,
24005408503,0,19.79898987322333,77,60,0.0,,,0,14,43,51,0.0,,,0,14,0,14,,,
24005408505,0,19.79898987322333,160,93,0.0,,,0,14,132,81,0.0,,,0,14,0,14,,,
24005408506,0,26.870057685088806,185,167,0.0,,,0,19,0,19,,,,0,19,0,19,,,
24005408507,35,43.41658669218482,258,158,13.565891472868216,18.76714010702047,1.3834063278889377,23,38,156,117,14.743589743589745,26.751302603663394,1.8144361765962997,12,21,0,19,inf,inf,
24005408601,23,30.4138126514911,224,101,10.267857142857142,14.345216560300688,1.3970993519597192,23,27,126,73,18.253968253968253,23.896220471674475,1.3090972954047757,0,14,23,27,0.0,,
24005408602,0,19.79898987322333,104,35,0.0,,,0,14,40,26,0.0,,,0,14,0,14,,,
24005408702,0,19.79898987322333,54,38,0.0,,,0,14,33,30,0.0,,,0,14,0,14,,,
24005408703,24,43.382023926967726,391,203,6.138107416879795,11.543739757836303,1.8806676022141644,24,39,206,123,11.650485436893204,20.169606055166504,1.7312245197351248,0,19,24,39,0.0,,
24005408704,0,26.870057685088806,178,73,0.0,,,0,19,58,47,0.0,,,0,19,0,19,,,
24005408800,0,19.79898987322333,49,39,0.0,,,0,14,21,21,0.0,,,0,14,0,14,,,
24005408900,0,19.79898987322333,127,86,0.0,,,0,14,50,74,0.0,,,0,14,0,14,,,
24005410100,0,26.870057685088806,215,100,0.0,,,0,19,154,85,0.0,,,0,19,0,19,,,
24005410200,0,26.870057685088806,343,126,0.0,,,0,19,225,110,0.0,,,0,19,0,19,,,
24005411101,0,19.79898987322333,93,42,0.0,,,0,14,31,26,0.0,,,0,14,0,14,,,
24005411102,0,19.79898987322333,112,70,0.0,,,0,14,50,41,0.0,,,0,14,0,14,,,
24005411201,0,19.79898987322333,84,123,0.0,,,0,14,29,47,0.0,,,0,14,0,14,,,
24005411202,9,20.518284528683193,227,194,3.9647577092511015,9.653119034433509,2.4347311342404514,9,15,93,49,9.67741935483871,16.915791662044654,1.7479651384112809,0,14,9,15,0.0,,
24005411302,19,26.076809620810597,243,90,7.818930041152264,11.115072379233622,1.4215592569230369,0,14,109,69,0.0,,,19,22,0,14,inf,inf,
24005411303,0,26.870057685088806,248,137,0.0,,,0,19,97,95,0.0,,,0,19,0,19,,,
24005411306,0,26.870057685088806,310,191,0.0,,,0,19,193,120,0.0,,,0,19,0,19,,,
24005411307,9,22.02271554554524,241,97,3.7344398340248963,9.26084775964401,2.4798492334157847,9,17,81,60,11.11111111111111,22.54377930008615,2.0289401370077536,0,14,9,17,0.0,,
24005411308,0,19.79898987322333,174,78,0.0,,,0,14,117,64,0.0,,,0,14,0,14,,,
24005411309,51,61.032778078668514,284,156,17.95774647887324,23.64611340530858,1.3167639621779679,51,58,199,141,25.628140703517587,34.339618915308186,1.3399184635581038,0,19,25,42,0.0,,
24005411404,0,19.79898987322333,196,133,0.0,,,0,14,90,73,0.0,,,0,14,0,14,,,
24005411406,0,19.79898987322333,125,50,0.0,,,0,14,89,44,0.0,,,0,14,0,14,,,
24005411408,0,19.79898987322333,175,79,0.0,,,0,14,118,65,0.0,,,0,14,0,14,,,
24005411409,0,19.79898987322333,258,104,0.0,,,0,14,67,51,0.0,,,0,14,0,14,,,
24005411410,0,19.79898987322333,287,121,0.0,,,0,14,76,63,0.0,,,0,14,0,14,,,
24005411411,1,14.142135623730951,75,75,1.3333333333333335,18.903262505010435,14.177446878757825,0,14,75,75,0.0,,,1,2,0,14,inf,inf,
24005411412,103,142.68847185389575,198,185,52.02020202020202,86.92391963833688,1.6709646687757964,0,14,183,185,0.0,,,103,142,0,14,inf,inf,
24005411413,0,19.79898987322333,17,30,0.0,,,0,14,0,14,,,,0,14,0,14,,,
24005420100,28,43.32435804486894,201,101,13.930348258706468,22.662524901920047,1.6268455376021176,0,14,157,106,0.0,,,28,41,0,14,inf,inf,
24005420200,9,18.439088914585774,87,80,10.344827586206897,23.23118723805463,2.2456814330119474,9,12,87,80,10.344827586206897,16.75521041979409,1.6196703405800952,0,14,9,12,0.0,,
24005420301,0,19.79898987322333,52,43,0.0,,,0,14,37,42,0.0,,,0,14,0,14,,,
24005420302,29,42.37924020083418,168,82,17.261904761904763,26.595603685755233,1.5407108342092686,0,14,102,67,0.0,,,29,40,0,14,inf,inf,
24005420303,0,19.79898987322333,21,25,0.0,,,0,14,6,11,0.0,,,0,14,0,14,,,
24005420401,0,26.870057685088806,184,165,0.0,,,0,19,109,138,0.0,,,0,19,0,19,,,
24005420402,0,19.79898987322333,72,42,0.0,,,0,14,54,47,0.0,,,0,14,0,14,,,
24005420500,0,19.79898987322333,170,113,0.0,,,0,14,96,80,0.0,,,0,14,0,14,,,
24005420600,70,106.92053123698928,385,250,18.181818181818183,30.176984773452084,1.6597341625398645,70,106,158,145,44.303797468354425,78.44742710674896,1.770670497552334,0,14,70,106,0.0,,
24005420701,0,19.79898987322333,123,89,0.0,,,0,14,36,49,0.0,,,0,14,0,14,,,
24005420702,5,16.1245154965971,223,135,2.242152466367713,7.357023418574964,3.2812324446844343,5,8,97,75,5.154639175257731,9.159943003486866,1.7770289426764523,0,14,5,8,0.0,,
24005420800,20,35.84689665786984,83,66,24.096385542168676,47.24865816807822,1.9608193139752461,20,33,61,61,32.78688524590164,63.258299611720446,1.9293781381574737,0,14,0,14,,,
24005420900,0,19.79898987322333,185,75,0.0,,,0,14,82,65,0.0,,,0,14,0,14,,,
24005421000,4,16.1245154965971,47,45,8.51063829787234,35.261890928089976,4.143272184050573,4,8,31,41,12.903225806451612,30.938748693690957,2.3977530237610494,0,14,4,8,0.0,,
24005421101,12,22.80350850198276,125,79,9.6,19.225267640269664,2.0026320458614233,12,18,88,61,13.636363636363635,22.533037864507293,1.652422776730535,0,14,0,14,,,
24005421102,39,42.37924020083418,193,149,20.207253886010363,26.935732062637605,1.3329734072023225,39,40,168,146,23.214285714285715,31.207316458155443,1.3443151705051575,0,14,30,39,0.0,,
24005421200,14,24.413111231467404,61,43,22.950819672131146,43.16783645135554,1.8808843025233486,14,20,39,39,35.8974358974359,62.59772110632668,1.743793659390529,0,14,14,20,0.0,,
24005430101,26,44.28317965096906,310,138,8.38709677419355,14.764759476648463,1.7604136299080857,26,40,193,141,13.471502590673575,22.943500935750187,1.7031137233076101,0,19,26,40,0.0,,
24005430104,0,19.79898987322333,261,152,0.0,,,0,14,236,146,0.0,,,0,14,0,14,,,
24005430200,0,19.79898987322333,54,49,0.0,,,0,14,15,21,0.0,,,0,14,0,14,,,
24005430300,98,153.18289721767243,254,287,38.582677165354326,74.41532139605447,1.9287236361834528,98,152,187,274,52.406417112299465,111.8185744430394,2.133680961311058,0,19,0,19,,,
24005430400,0,19.79898987322333,147,81,0.0,,,0,14,83,56,0.0,,,0,14,0,14,,,
24005430600,0,19.79898987322333,158,111,0.0,,,0,14,83,62,0.0,,,0,14,0,14,,,
24005430700,0,26.870057685088806,315,200,0.0,,,0,19,122,112,0.0,,,0,19,0,19,,,
24005430800,0,19.79898987322333,245,97,0.0,,,0,14,65,47,0.0,,,0,14,0,14,,,
24005430900,0,19.79898987322333,250,208,0.0,,,0,14,128,97,0.0,,,0,14,0,14,,,
24005440100,0,19.79898987322333,307,136,0.0,,,0,14,105,57,0.0,,,0,14,0,14,,,
24005440200,0,19.79898987322333,115,62,0.0,,,0,14,28,37,0.0,,,0,14,0,14,,,
24005440300,6,17.204650534085253,86,50,6.976744186046512,20.4124831853856,2.925789256571936,6,10,39,35,15.384615384615385,29.121938974819333,1.8929260333632565,0,14,6,10,0.0,,
24005440400,0,26.870057685088806,179,137,0.0,,,0,19,38,46,0.0,,,0,19,0,19,,,
24005440500,0,19.79898987322333,151,75,0.0,,,0,14,64,58,0.0,,,0,14,0,14,,,
24005440600,27,30.4138126514911,193,143,13.989637305699482,18.86186349994152,1.3482739464773013,27,27,114,70,23.684210526315788,27.79278367012295,1.1734730882940803,0,14,27,27,0.0,,
24005440701,20,56.302753041036986,131,126,15.267175572519085,45.41855386880985,2.974915278407045,20,53,107,120,18.69158878504673,53.78584414005999,2.8775426614932096,0,19,0,19,,,
24005440702,19,38.07886552931954,295,188,6.440677966101695,13.544971883415528,2.1030351082145162,19,33,248,185,7.661290322580645,14.481841797130542,1.8902614556254602,0,19,19,33,0.0,,
24005440800,33,38.62641583165593,103,54,32.038834951456316,41.09129215371675,1.2825463914644923,33,36,73,41,45.20547945205479,55.46707617952663,1.2269989579107408,0,14,33,36,0.0,,
24005440900,0,19.79898987322333,162,76,0.0,,,0,14,73,54,0.0,,,0,14,0,14,,,
24005441000,19,35.84689665786984,287,140,6.620209059233449,12.900935067364442,1.9487201917545236,19,33,226,136,8.4070796460177,15.453363917430424,1.838136971231198,0,14,19,33,0.0,,
24005441101,0,19.79898987322333,116,60,0.0,,,0,14,35,42,0.0,,,0,14,0,14,,,
24005441102,0,26.870057685088806,221,103,0.0,,,0,19,167,87,0.0,,,0,19,0,19,,,
24005450100,0,19.79898987322333,181,118,0.0,,,0,14,127,95,0.0,,,0,14,0,14,,,
24005450200,16,31.304951684997057,202,97,7.920792079207921,15.957428195128367,2.0146253096349565,16,28,112,78,14.285714285714285,26.906917231797173,1.8834842062258024,0,14,16,28,0.0,,
24005450300,11,22.80350850198276,118,73,9.322033898305085,20.167162278213496,2.1633864989356297,11,18,62,47,17.741935483870968,31.99627966326756,1.8034266719296261,0,14,11,18,0.0,,
24005450400,0,19.79898987322333,151,101,0.0,,,0,14,72,44,0.0,,,0,14,0,14,,,
24005450501,0,19.79898987322333,217,131,0.0,,,0,14,34,34,0.0,,,0,14,0,14,,,
24005450503,41,69.6419413859206,219,138,18.72146118721461,33.91768735317125,1.8117008610596352,41,67,41,67,100.0,231.10319189999356,2.3110319189999355,0,19,41,67,0.0,,
24005450504,136,143.96180048887967,468,310,29.059829059829063,36.287305902728775,1.2487102325350783,81,121,235,204,34.46808510638298,59.55194751290669,1.7277416871028486,55,78,79,117,69.62025316455697,142.75782155745233,2.0505214369161333
24005450800,134,122.80065146407001,233,136,57.5107296137339,62.48656205028873,1.0865200714714385,134,122,185,136,72.43243243243244,84.75952726276995,1.1701875032546598,0,14,89,105,0.0,,
24005450900,0,19.79898987322333,180,115,0.0,,,0,14,28,43,0.0,,,0,14,0,14,,,
24005451000,7,17.204650534085253,125,81,5.6000000000000005,14.23405035258763,2.5417947058192194,7,10,30,23,23.333333333333332,37.83019239694828,1.621293959869212,0,14,7,10,0.0,,
24005451100,7,32.202484376209235,120,78,5.833333333333333,27.101948730672483,4.646048353829569,7,29,69,47,10.144927536231885,42.593286418942114,4.198481089867151,0,14,7,29,0.0,,
24005451200,0,19.79898987322333,74,75,0.0,,,0,14,0,14,,,,0,14,0,14,,,
24005451300,0,19.79898987322333,115,114,0.0,,,0,14,23,34,0.0,,,0,14,0,14,,,
24005451401,60,88.11923740024082,242,187,24.793388429752067,41.14546200062545,1.6595336340252265,0,14,166,184,0.0,,,60,87,0,14,inf,inf,
24005451402,0,19.79898987322333,358,229,0.0,,,0,14,201,173,0.0,,,0,14,0,14,,,
24005451500,62,70.40596565632774,549,259,11.293260473588344,13.887065317728043,1.2296772353923702,0,14,290,210,0.0,,,62,69,0,14,inf,inf,
24005451600,9,20.518284528683193,20,19,45.0,111.14208248903742,2.4698240553119426,0,14,14,17,0.0,,,9,15,0,14,inf,inf,
24005451701,18,36.359317925395686,236,130,7.627118644067797,15.96908071293034,2.0937239156953114,18,31,57,55,31.57894736842105,62.34027419895315,1.97410868296685,0,19,18,31,0.0,,
24005451702,0,19.79898987322333,117,94,0.0,,,0,14,24,22,0.0,,,0,14,0,14,,,
24005451801,0,26.870057685088806,392,181,0.0,,,0,19,163,91,0.0,,,0,19,0,19,,,
24005451802,0,19.79898987322333,17,25,0.0,,,0,14,0,14,,,,0,14,0,14,,,
24005451803,0,19.79898987322333,339,187,0.0,,,0,14,103,52,0.0,,,0,14,0,14,,,
24005451900,0,19.79898987322333,104,76,0.0,,,0,14,35,32,0.0,,,0,14,0,14,,,
24005452000,9,20.518284528683193,55,46,16.363636363636363,39.73714604627873,2.428381147272589,9,15,21,24,42.857142857142854,86.60855173029773,2.0208662070402807,0,14,0,14,,,
24005452100,0,19.79898987322333,124,77,0.0,,,0,14,53,42,0.0,,,0,14,0,14,,,
24005452300,0,19.79898987322333,162,97,0.0,,,0,14,102,78,0.0,,,0,14,0,14,,,
24005452400,0,19.79898987322333,175,104,0.0,,,0,14,110,80,0.0,,,0,14,0,14,,,
24005452500,14,27.784887978899608,360,163,3.888888888888889,7.916332899132187,2.035628459776848,14,24,177,78,7.909604519774012,14.000162168322873,1.7700205027093916,0,14,0,14,,,
24005490100,1,14.142135623730951,160,75,0.625,8.84368874895971,14.149901998335537,1,2,137,70,0.7299270072992701,1.5067413441594646,2.0642356414984664,0,14,0,14,,,
24005490200,26,41.43669871020132,224,94,11.607142857142858,19.129053724468246,1.648041551646495,26,39,139,71,18.705035971223023,29.639708790376023,1.5845844314854873,0,14,0,14,,,
24005490302,0,19.79898987322333,450,104,0.0,,,0,14,195,67,0.0,,,0,14,0,14,,,
24005490303,43,37.20215047547655,69,42,62.31884057971014,65.92329283127509,1.0578388849669724,22,22,53,34,41.509433962264154,49.31653297422366,1.1880801125608427,21,30,0,14,inf,inf,
24005490304,0,19.79898987322333,241,218,0.0,,,0,14,50,77,0.0,,,0,14,0,14,,,
24005490400,0,19.79898987322333,178,104,0.0,,,0,14,116,96,0.0,,,0,14,0,14,,,
24005490500,0,19.79898987322333,153,70,0.0,,,0,14,86,50,0.0,,,0,14,0,14,,,
24005490601,0,19.79898987322333,127,42,0.0,,,0,14,37,25,0.0,,,0,14,0,14,,,
24005490602,0,19.79898987322333,121,43,0.0,,,0,14,43,34,0.0,,,0,14,0,14,,,
24005490603,3,14.866068747318506,81,36,3.7037037037037033,18.426842121183633,4.975247372719581,3,5,40,25,7.5,13.350005852058644,1.7800007802744857,0,14,3,5,0.0,,
24005490605,0,26.870057685088806,2435,391,0.0,,,0,19,988,222,0.0,,,0,19,0,19,,,
24005490701,0,19.79898987322333,36,30,0.0,,,0,14,20,21,0.0,,,0,14,0,14,,,
24005490703,0,19.79898987322333,83,53,0.0,,,0,14,24,26,0.0,,,0,14,0,14,,,
24005490800,13,25.238858928247925,161,98,8.074534161490684,16.42873295472786,2.034635389008604,13,21,126,92,10.317460317460316,18.290151669920487,1.7727377772384474,0,14,0,14,,,
24005490900,0,19.79898987322333,195,175,0.0,,,0,14,18,27,0.0,,,0,14,0,14,,,
24005491000,0,19.79898987322333,108,54,0.0,,,0,14,59,39,0.0,,,0,14,0,14,,,
24005491100,35,57.723478758647246,206,108,16.990291262135923,29.402831613722313,1.7305666606933703,35,56,162,98,21.604938271604937,36.95613145155842,1.7105409414721326,0,14,35,56,0.0,,
24005491201,18,28.653097563788805,74,73,24.324324324324326,45.55281754715046,1.8727269436050744,18,25,33,28,54.54545454545454,88.77578769399736,1.6275561077232852,0,14,18,25,0.0,,
24005491202,0,19.79898987322333,89,65,0.0,,,0,14,37,44,0.0,,,0,14,0,14,,,
24005491300,28,52.88667128870941,133,90,21.052631578947366,42.23933253769896,2.0063682955407005,28,51,54,65,51.85185185185185,113.20465406273941,2.1832326140671174,0,14,0,14,,,
24005491401,0,19.79898987322333,198,151,0.0,,,0,14,163,142,0.0,,,0,14,0,14,,,
24005491402,0,19.79898987322333,166,124,0.0,,,0,14,56,56,0.0,,,0,14,0,14,,,
24005491500,0,19.79898987322333,251,103,0.0,,,0,14,120,66,0.0,,,0,14,0,14,,,
24005491600,79,104.5609869884557,221,144,35.74660633484163,52.73519753190869,1.4752504626014962,67,103,208,140,32.21153846153847,54.05749881037835,1.6782029481430887,12,18,67,103,17.91044776119403,38.46925945586929,2.1478669862860356
24005491701,0,19.79898987322333,115,90,0.0,,,0,14,101,87,0.0,,,0,14,0,14,,,
24005491900,0,19.79898987322333,81,43,0.0,,,0,14,74,43,0.0,,,0,14,0,14,,,
24005492001,0,19.79898987322333,40,36,0.0,,,0,14,7,10,0.0,,,0,14,0,14,,,
24005492002,37,55.78530272392541,169,88,21.893491124260358,34.922218934768814,1.5950959459394403,37,54,54,55,68.51851851851852,121.94375098148815,1.7797196089190161,0,14,0,14,,,
24005492101,0,19.79898987322333,250,89,0.0,,,0,14,116,73,0.0,,,0,14,0,14,,,
24005492102,0,19.79898987322333,111,98,0.0,,,0,14,24,30,0.0,,,0,14,0,14,,,
24005492200,0,19.79898987322333,100,114,0.0,,,0,14,66,80,0.0,,,0,14,0,14,,,
24005492300,31,48.08326112068523,179,118,17.318435754189945,29.18757868746517,1.685347285502021,31,46,80,62,38.75,64.87006995959308,1.674066321537886,0,14,31,46,0.0,,
24005492401,3,15.231546211727817,185,95,1.6216216216216217,8.275272558138647,5.103084744185499,3,6,59,62,5.084745762711865,11.487790430072945,2.259265451247679,0,14,0,14,,,
24005492402,57,84.17244204607586,429,303,13.286713286713287,21.74934632709518,1.6369244867234793,57,82,147,161,38.775510204081634,70.10872119464094,1.808067020282845,0,19,0,19,,,
24005492500,0,19.79898987322333,1732,497,0.0,,,0,14,791,300,0.0,,,0,14,0,14,,,
24005492600,0,19.79898987322333,155,73,0.0,,,0,14,96,50,0.0,,,0,14,0,14,,,
24005492700,0,19.79898987322333,103,91,0.0,,,0,14,48,78,0.0,,,0,14,0,14,,,
24005980100,0,19.79898987322333,0,14,,,,0,14,0,14,,,,0,14,0,14,,,
24005980200,0,19.79898987322333,0,14,,,,0,14,0,14,,,,0,14,0,14,,,
24009860103,0,26.870057685088806,166,87,0.0,,,0,19,80,60,0.0,,,0,19,0,19,,,
24009860200,0,26.870057685088806,398,150,0.0,,,0,19,245,124,0.0,,,0,19,0,19,,,
24009860300,25,30.4138126514911,181,79,13.812154696132598,17.851914199014935,1.292478588008681,25,27,95,50,26.31578947368421,31.61629710378687,1.2014192899439011,0,14,25,27,0.0,,
24009860402,75,49.040799340956916,351,122,21.367521367521366,15.823024881437531,0.7405175644512765,75,47,177,71,42.3728813559322,31.527711516156884,0.7440539917813025,0,14,75,47,0.0,,
24009860403,13,25.238858928247925,224,79,5.803571428571429,11.451746413571014,1.9732239974153132,13,21,44,40,29.545454545454547,54.76609831102475,1.8536217889885298,0,14,13,21,0.0,,
24009860404,0,26.870057685088806,633,185,0.0,,,0,19,324,92,0.0,,,0,19,0,19,,,
24009860501,30,47.01063709417264,218,124,13.761467889908257,22.941226924138196,1.667062489820709,30,43,163,103,18.404907975460123,28.830243424363374,1.5664432260570766,0,19,30,43,0.0,,
24009860502,14,26.076809620810597,160,105,8.75,17.279980245508277,1.974854885200946,14,22,92,66,15.217391304347828,26.28708235869109,1.7274368407139857,0,14,14,22,0.0,,
24009860600,10,26.870057685088806,475,175,2.1052631578947367,5.709780333335588,2.7121456583344044,10,19,300,140,3.3333333333333335,6.521569151479639,1.9564707454438917,0,19,0,19,,,
24009860701,67,58.69412236331676,279,114,24.014336917562723,23.21314817097493,0.966637065627165,67,57,77,59,87.01298701298701,99.6244895479303,1.1449381634612885,0,14,30,42,0.0,,
24009860702,18,32.202484376209235,70,47,25.71428571428571,49.136720750515266,1.9108724736311495,18,29,46,43,39.130434782608695,72.88664588740926,1.862658728233792,0,14,18,29,0.0,,
24009860703,15,28.653097563788805,186,96,8.064516129032258,15.957307740318651,1.9787061597995128,15,25,129,87,11.627906976744185,20.90637604252984,1.7979483396575662,0,14,0,14,,,
24009860801,23,41.593268686170845,233,146,9.871244635193133,18.89243983155555,1.913886295979323,23,37,83,75,27.710843373493976,51.12947820520549,1.845107256970459,0,19,23,37,0.0,,
24009860901,0,26.870057685088806,26,38,0.0,,,0,19,26,38,0.0,,,0,19,0,19,,,
24009860902,0,19.79898987322333,121,83,0.0,,,0,14,50,49,0.0,,,0,14,0,14,,,
24009861003,0,26.870057685088806,239,123,0.0,,,0,19,169,108,0.0,,,0,19,0,19,,,
24009861004,0,26.870057685088806,248,119,0.0,,,0,19,51,48,0.0,,,0,19,0,19,,,
24009861100,22,37.21558813185679,379,141,5.804749340369393,10.054083591898156,1.7320444006042732,22,32,322,135,6.832298136645963,10.34247680175172,1.5137625137109336,0,19,22,32,0.0,,
24009990100,0,19.79898987322333,0,14,,,,0,14,0,14,,,,0,14,0,14,,,
24011955000,15,25.079872407968907,231,81,6.493506493506493,11.093278364491036,1.70836486813162,1,2,132,58,0.7575757575757576,1.5512863515703617,2.0476979840728773,14,25,0,14,inf,inf,
24011955100,0,26.870057685088806,332,125,0.0,,,0,19,127,86,0.0,,,0,19,0,19,,,
24011955201,16,19.924858845171276,238,97,6.722689075630252,8.808746626161744,1.3103010606415595,13,19,99,55,13.131313131313133,20.531666405888096,1.5635653647560932,3,6,13,19,23.076923076923077,57.164173448892136,2.477114182785326
24011955202,26,25.0,112,64,23.214285714285715,25.96564114347401,1.1185199261804188,23,24,56,36,41.07142857142857,50.337424804033304,1.2256068647938545,3,7,23,24,13.043478260869565,33.33952675145084,2.5560303842778977
24011955301,0,19.79898987322333,234,123,0.0,,,0,14,191,100,0.0,,,0,14,0,14,,,
24011955302,6,20.518284528683193,233,100,2.575107296137339,8.875212485957428,3.446540848713468,0,14,74,51,0.0,,,6,15,0,14,inf,inf,
24011955400,9,20.518284528683193,85,62,10.588235294117647,25.344556094530198,2.3936525200389633,9,15,85,62,10.588235294117647,19.263079889056655,1.8192908784109063,0,14,9,15,0.0,,
24011955500,0,19.79898987322333,158,87,0.0,,,0,14,69,30,0.0,,,0,14,0,14,,,
24011955600,9,19.79898987322333,211,94,4.265402843601896,9.573881075954693,2.244543230029378,9,14,77,44,11.688311688311687,19.369770888516786,1.6571915093508807,0,14,9,14,0.0,,
24013501001,14,29.068883707497267,210,106,6.666666666666667,14.245481264511424,2.1368221896767134,14,22,80,59,17.5,30.37797374846617,1.735884214198067,0,19,0,19,,,
24013501002,85,71.386273190299,312,118,27.24358974358974,25.093222056662388,0.9210688566680784,85,70,175,93,48.57142857142857,47.60537770748405,0.9801107175070246,0,14,48,48,0.0,,
24013502000,19,25.238858928247925,119,75,15.966386554621847,23.475261722761328,1.4702927078992623,19,21,62,45,30.64516129032258,40.52122030107781,1.3222713992983286,0,14,6,10,0.0,,
24013503000,47,58.18934610390462,440,180,10.681818181818182,13.928106461902761,1.3039078389866414,47,55,201,160,23.383084577114428,33.09384424699392,1.4152899348182506,0,19,17,27,0.0,,
24013504100,0,26.870057685088806,234,92,0.0,,,0,19,139,65,0.0,,,0,19,0,19,,,
